ID, Instructions
117," Bring 4 quarts of water to a boil. Add 1 tablespoon salt. Cook elbow macaroni in the boiling water, stirring occasionally, until tender yet firm to the bite, about 8 minutes.
 Combine vinegar, sugar, dill, and parsley in a large bowl. Muddle the herbs with flat spatula and mix until sugar is dissolved. Whisk in mayonnaise, lime juice, and 1 teaspoon salt until creamy. Stir in celery and onion. Cover and refrigerate.
 Rinse pasta under cold water. Fold pasta into the dressing until evenly coated. Cover and refrigerate, folding salad occasionally so that dressing is evenly absorbed, 8 hours to overnight. Add more mayonnaise if pasta looks dry.
 Gently fold in shrimp in the last fold before serving.
 Bow ties or small shells also work. If using bow ties, mayonnaise may have to be increased by 1/4 to 1/2 cup.
 Short on time? Still tastes great after chilling for only a couple hours. Mix the dressing first, while the pasta water comes to a boil, and refrigerate. Chop the onions and celery while the pasta is cooking, and add to the dressing in the fridge. When pasta is cooked, drained and, cooled, add to the dressing. Chill until serving time.
"
118," Tart rhubarb is perfectly balanced with sugar in this sweet and moist rhubarb cake recipe with a streusel topping. 
 These are the ingredients you’ll need to make this homemade rhubarb cake recipe: 
 You’ll find the full, step-by-step recipe below – but here’s a brief overview of what you can expect when you make rhubarb cake at home: 
 This sweet rhubarb cake is perfect as-is. However, if you want to take each slice over the top, pair it with a dollop of homemade whipped cream or a scoop of vanilla ice cream. 
 Cover the cooled rhubarb cake tightly with storage wrap, then store in the refrigerator for up to three days.
 Yes, you can freeze rhubarb cake for up to two months. Make sure to wrap it at least twice with storage wrap and/or aluminum foil to prevent freezer burn. Thaw in the refrigerator overnight.
 “It was easy and moist and delicious, just like most of the reviews state,” says Debbie Michels Finn. “I have made it twice, once with rhubarb, once with rhubarb and strawberries. Both excellent.”
 “Loved it,” raves Lorene. “Used half white sugar and half brown. For the streusel, I used all brown sugar. It was great!”
 “So delicious,” according to Beckles. “I've made this several times while rhubarb was in season. The last time I didn't have quite enough rhubarb so I added in some diced strawberries.”
 Editorial contributions by Corey Williams
 Gather all ingredients.
 Preheat the oven to 350 degrees F (175 degrees C). Grease and flour a 9x13-inch baking dish.
 To make the cake: Stir together flour, sugar, baking soda, and salt in a large bowl.
 Stir in eggs and sour cream until smooth, then fold in rhubarb.
 Pour into the prepared dish and spread evenly.
 To make the streusel: Stir together sugar and butter in a medium bowl until smooth. Stir in flour until mixture is crumbly.
 Sprinkle mixture on top of cake, then dust lightly with cinnamon.
 Bake in the preheated oven until a toothpick inserted in the center comes out clean, about 45 minutes.
 Serve and enjoy!
"
119," Bring beef soup bones and water to a boil in a large pot over medium-high heat. Reduce heat; simmer for 1 1/2 hours, adding more water, as necessary, to maintain 2-quart level. Remove and discard soup bones. Strain broth into a fresh pot; return to stovetop.
 Add carrots, potatoes, cabbage, onions, parsley, allspice berries, salt, bay leaf, star anise, and black pepper to broth. Cook until potatoes are easily pierced with a fork, about 20 minutes. Stir in tomatoes; return to a boil. Top servings with heavy cream.
"
120," Gather all ingredients. Generously butter a 9x13-inch baking pan; set aside.
 Mix peanut butter, corn syrup, and sugar together in a large pot; cook and stir over medium heat until peanut butter melts. Bring mixture to a boil. Remove pot from the heat.
 Stir in rice cereal until well combined.
 Transfer mixture into the prepared pan and pat it down with buttered hands.
 Melt chocolate chips and butterscotch chips in a medium saucepan over medium-low heat; stir until smooth.
 Spread over top of bars.
 Cool completely, about 20 minutes, before cutting into 24 squares.
"
121," In a medium bowl beat together the egg yolks and 1/3 cup of sugar. Using a wooden spoon stir in mascarpone cheese, beaten egg whites, cream and kirschwasser; stir until smooth. Set aside.
 Dissolve remaining 2/3 cup sugar in coffee. Quickly, to avoid complete saturation, dip ends of ladyfingers in coffee mixture. Place ladyfingers in a single layer in a 9 x 13 inch glass baking dish. Spread a layer of cheese mixture over the ladyfingers; repeat layers, ending with cheese mixture.
 Cover and refrigerate for several hours. Sprinkle with cocoa just before serving.
 This recipe contains raw egg. We recommend that pregnant women, young children, the elderly, and the infirm do not consume raw egg. Learn more about egg safety from our article, How to Make Your Eggs Safe.
"
122," In a saucepan over medium heat, combine cranberries, white sugar, and water. Cook, stirring occasionally, until all cranberries have popped and the mixture is thick, about 15 minutes. Remove from the heat and set aside to cool.
 Preheat the oven to 350 degrees F (175 degrees C).
 In a large bowl, mix together cake mix, melted butter, and eggs. Stir in oats, brown sugar, ginger, and cinnamon. Reserve about 1 1/2 cups of the mixture, and spread the rest into the bottom of a 9x13-inch baking dish. Pack down to form a solid crust, getting it as even as possible. Spread the cooled cranberries over the crust. Pinch off pieces of the remaining mixture and place evenly over the cranberries.
 Bake in the preheated oven until the top is lightly browned, 35 to 40 minutes. Cool in the pan for about 40 minutes before slicing into 24 bars.
"
123," Preheat the oven to 350 degrees F (175 degrees C). Line a 9x13-inch baking pan with enough parchment paper to have overhang on all sides. Lightly grease parchment.
 Whisk together flour, ginger, cinnamon, baking soda, cloves, nutmeg, allspice, and salt for the gingerbread in a large bowl until combined.
 Cream brown sugar and butter in a separate bowl with an electric mixed until light and fluffy. Add egg and vanilla extract and beat until thoroughly combined. Mix in molasses.
 Add flour mixture to butter mixture in 3 separate additions, mixing only until just combined; dough will be fairly thick. Press 2/3 of the dough firmly and evenly into the bottom of the prepared baking pan, using floured hands to prevent sticking.
 Beat cream cheese, sugar, and salt for the filling in a large bowl until completely smooth and fluffy. Add eggs, 1 at a time, mixing well after each addition. Mix in vanilla extract and orange zest. Pour filling evenly over gingerbread crust and smooth with a spatula. Sprinkle remaining gingerbread dough over the filling and gently press down.
 Bake in the preheated oven until edges are set and the center of the cheesecake only slightly jiggles, 35 to 40 minutes. Cool completely in pan. Once cooled, remove from pan using parchment ""handles"" and slice into bars.
"
124," Preheat the oven to 350 degrees F (175 degrees C). Lightly grease a 9x13-inch baking dish.
 Combine sugar, melted butter, and vanilla in a large bowl. Beat in eggs, one at a time, mixing well after each addition, until thoroughly blended.
 Sift flour, cocoa powder, and salt into a separate large bowl. Gradually stir flour mixture into egg mixture until blended; stir in chocolate chips. Spread batter evenly into the prepared baking dish.
 Bake in the preheated oven until top is dry and edges have started to pull away from the sides of the pan, about 35 to 40 minutes. Let cool completely before slicing into 24 squares.
"
125," Preheat the oven to 350 degrees F (175 degrees C).
 Place flour in a bowl. Add salt, baking soda, and baking powder. Sprinkle in ground ginger and cinnamon. Whisk thoroughly until combined. Set aside.
 Add sugar to a separate bowl. Whisk in eggs until mixture is smooth and pale yellow, 2 to 3 minutes.
 Heat butter and coconut oil in a saucepan over low heat until just melted but not too hot. Whisk into the bowl with the eggs and sugar until well combined. Add carrots, crushed pineapple, pecans, and walnuts. Stir well.
 Stir flour mixture into the carrot mixture until no dry spots remain. Pour batter into a greased 9x13-inch baking pan. Tap the pan against your counter to let any big air bubbles rise to the surface.
 Bake in the preheated oven until a toothpick inserted into the cake comes out clean, 40 to 45 minutes. Let cool completely before frosting, at least 40 minutes.
 Beat cream cheese, butter, and vanilla extract together using an electric mixer until light and fluffy. Gradually beat in the confectioners' sugar to form a smooth frosting. Spread evenly over the cooled cake. Chill completely before slicing.
"
126," In a heavy saucepan, combine butter, white sugar, and brown sugar. Cook over medium heat, stirring constantly until mixture boils. Boil to brittle stage, 300 degrees F (150 degrees C) without stirring. Remove from heat.
 Pour nuts and chocolate chips into a 9x13 inch dish. Pour hot mixture over the nuts and chocolate. Let the mixture cool and break it into pieces before serving.
"
127," Preheat the oven to 350 degrees F (175 degrees C). Line a 9x13-inch baking dish with aluminum foil and lightly grease with cooking spray.
 Combine graham cracker crumbs, melted butter, and 2 tablespoons sugar in a bowl. Mix until butter evenly coats the crumbs. Transfer to the baking dish and flatten into an even layer.
 Bake in the preheated oven until lightly browned, 8 to 10 minutes. Leave oven on; remove crust and let cool.
 Place cranberries, water, and 1/4 cup sugar in a saucepan over medium-high heat. Bring to a boil. Cook until cranberries have burst and mixture is thick, about 7 minutes. Let cool for 15 minutes. Pour sauce into a blender or food processor and puree until smooth, adding more water to thin, if necessary.
 Combine remaining sugar and cream cheese in a bowl. Beat using an electric mixer until smooth, scraping down sides of the bowl every 90 seconds, about 4 minutes total. Add eggs 1 at a time, beating well after each addition. Add milk, lemon juice, and almond extract; mix batter on medium-low until combined.
 Spread batter evenly over the cooled crust. Drop spoonfuls of cranberry sauce on top and use a knife to swirl it through the batter. Toss almonds evenly over the cheesecake.
 Bake in the preheated oven until set, 27 to 33 minutes. Let cool, at least 30 minutes. Refrigerate until set, 8 hours to overnight. Cut into bars the next day.
 Fresh or thawed frozen cranberries would work in this recipe.
 Substitute 2 tablespoons water plus 2 tablespoons raspberry liqueur for the 1/4 cup water, if desired.
"
128," Line a 9x13-inch baking dish with parchment paper; set aside.
 Bring sugar, butter, and evaporated milk to a boil in a heavy-bottomed saucepan, stirring constantly; cook and stir at a boil until mixture is smooth, 3 to 5 minutes.
 Remove the saucepan from heat. Mix in white chocolate chips and marshmallow creme until melted, then stir in vanilla. Fold in 1/2 cup crumbled cookies until just incorporated. Spread fudge into the prepared baking dish.
 Sprinkle 1 cup crushed cookies evenly over the top. Press crushed cookies lightly into fudge. Cool at room temperature until set, then cut into small squares to serve.
"
129," Preheat the oven to 350 degrees F (175 degrees C).
 Sift flour, sugar, cocoa, baking soda, and salt into a 9x13-inch ungreased baking dish; form 3 wells in flour mixture. Pour oil into the first well, vinegar into the second, and vanilla into the third. Pour cold water over all and stir well with a fork.
 Bake in the preheated oven until a toothpick inserted into the center of the cake comes out clean, 30 to 40 minutes. Frost with your favorite icing.
"
131," This cranberry cake recipe will be a welcome addition to your Thanksgiving or Christmas table. Bursting with fruity flavor and topped with a decadent sauce, your family will ask for it year after year.
 These are the ingredients you'll need to make the this easy cranberry cake recipe:
 You'll find the full, step-by-step recipe below — but here's a brief overview of what you can expect when you make cranberry cake:
 Wrap the cooled cranberry cake tightly in storage wrap or place it in an airtight container. Store it at room temperature for up to one week.
 Yes! You can freeze cranberry cake for up to two months. Wrap it in multiple layers of storage wrap, followed by a layer of aluminum foil. Thaw at room temperature in its wrapping.
 ""I have some very picky dessert eaters in my family and they loved this cake so much that I've already been asked to make it again,"" says Pearl Glisson. ""It was a good balance of sweet and sour and was perfectly moist.""
 ""My family loved this cake,"" according to mehrotrakirti. ""I made it for Thanksgiving and it was the perfect cranberry dessert.""
 ""I made this yesterday and the family loved it,"" raves Nancy Warren. ""The only alteration I made was to add a tsp of Saigon cinnamon to the dry ingredients because I love the taste of cranberries and cinnamon.""
 Editorial contributions by Corey Williams
 Gather all ingredients. Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x13-inch baking dish.
 To make the cranberry cake: Combine flour, baking soda, and salt in a large bowl.
 Whisk 1 cup sugar and 3 tablespoons melted butter together in a separate large bowl; add eggs and beat until smooth. Stir flour mixture and milk into egg mixture until batter is well blended.
 Fold in cranberries until just combined; pour batter into the prepared baking dish.
 Bake in the preheated oven until a toothpick inserted into the center comes out clean, about 30 minutes.
 To make the vanilla sauce: Heat 1 cup sugar, 1/2 cup butter, heavy cream, and vanilla extract in a saucepan over medium-low heat; cook and stir until sugar is dissolved, about 10 minutes.
 Pour hot sauce over hot cake. Allow cake to cool in the baking dish for 10 minutes before removing to cool completely on a wire rack.
"
132," Preheat the oven to 300 degrees F (150 degrees C). Coat a 9x13-inch baking dish with cooking spray.
 Whisk flour, white sugar, brown sugar, baking soda, baking powder, cinnamon, and salt together in a large bowl until thoroughly combined. Briefly beat eggs together in a separate large bowl, then whisk in milk until smooth.
 Add flour mixture to egg mixture in batches, alternating with persimmon pulp, mixing well after each addition. Stir in melted butter; transfer to the prepared baking dish.
 Bake in the preheated oven until a toothpick inserted into center comes out clean, about 1 hour. Cool before serving.
"
133," Gather all ingredients.
 Mix together graham cracker crumbs, confectioners' sugar, butter or margarine, and 1 cup peanut butter in a medium bowl until well-blended.
 Press evenly into the bottom of an ungreased 9x13-inch pan.
 Place chocolate chips and 4 tablespoons peanut butter in a microwave-safe bowl. Microwave on high, stirring every 15 seconds, until smooth.
 Spread mixture over crust.
 Refrigerate for at least 1 hour before cutting into 12 squares.
 This recipe appears as ""No-Bake Spicy Peanut Butter Squares"" in Allrecipes Magazine and was modified to include Sriracha for an expected pop of spice.
"
134," Prepare cake according to package directions. Bake in a 9x13 inch pan. Cool completely.
 In a small bowl combine cream of coconut and condensed milk.
 Poke holes in cake with a straw. Pour milk mixture over cake and spread with whipped topping. Sprinkle coconut over cake.
 Serve chilled.
"
135," Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13 inch baking pan.
 In a medium bowl; mix together shortening, white sugar, 1/2 cup brown sugar, and egg yolks. Stir in water and vanilla. In a separate bowl, sift together flour, baking soda, and salt. Combine with egg and sugar mixture; blend well. Stir in chocolate chips. Press into the bottom of the prepared pan.
 In a large glass or metal mixing bowl, beat egg whites until soft peaks form. Gradually add 1 cup brown sugar, continuing to beat until whites form stiff peaks. Spread meringue on top of base, covering completely.
 Bake in preheated oven until meringue has risen and light brown in color, about 15 to 20 minutes. Leave to cool before cutting into bars.
"
136," Gather all ingredients.
 Line the bottom of a 9x13-inch pan with a single layer of graham crackers.
 Combine cold milk and pudding in a large bowl; whisk briskly for 2 minutes.
 Mix whipped topping into pudding mixture until combined.
 Spread 1/2 of the pudding mixture over graham cracker layer.
 Top with another layer of graham crackers. Cover with remaining pudding. Top with a final layer of graham crackers.
 Frost top with chocolate frosting.
 Refrigerate for at least 2 hours before serving to allow graham crackers to soften.
"
137," Bacon-wrapped smokies will liven up any party, from big tailgates to cozy family get-togethers. This recipe for bacon-wrapped smokies couldn't be easier to make with just a few ingredients!
 You'll need just three edible ingredients (plus some toothpicks) to make this bacon-wrapped smokies recipe:
 You'll find the full, step-by-step recipe below — but here's a brief overview of what you can expect when you make these crowd-pleasing bacon-wrapped smokies:
 Wrap each wiener in bacon, secure with a toothpick, and sprinkle with brown sugar. Bake until the bacon is crisp and the sugar is bubbling.
 Pair these sweet smokies with a savory dipping sauce for the perfect balance of flavor. Try this Copycat Dipping Sauce or make Homemade Ranch to keep things classic.
 For more delicious inspiration for your pre-dinner menu, explore our mouthwatering collection of 35 Party Appetizer Recipes Your Guests Will Love.
 Yes, you can make bacon-wrapped smokies a day or two in advance. Follow the storage directions below and reheat them in the oven until heated through.
 Allow the bacon-wrapped smokies to cool completely, then transfer them to an airtight container. Store in the refrigerator for up to three days.
 Yes! Bacon-wrapped smokies freeze well. Arrange them in a single layer on a baking sheet, cover, and freeze for a few hours or up to overnight. Transfer the now-frozen smokies to a zip-top bag or another freezer-safe container. Thaw in the refrigerator and reheat in the oven.
 ""These really are like meat candy,"" according to Auntie D in MN. ""So easy to prepare, just make sure to watch them so they don't burn. I always have to make a double batch because they get eaten fast!""
 ""These were great,"" raves Kelsey. ""That's really all I have to say about it! I did take others' advice to line your pan with foil before cooking and cleanup was a snap. Definitely try these!""
 ""Seriously, they are majorly delicious,"" says Shawna. ""I roll the smokies in real maple syrup before rolling in brown sugar, but they're also excellent without it. My family and friends devoured the last batch so fast that I only got one.""
 Editorial contributions by Corey Williams
 Gather all ingredients.
 Preheat the oven to 325 degrees F (165 degrees C). Line a large, rimmed baking sheet with parchment paper or aluminum foil.
 Wrap each cocktail wiener with a piece of bacon; secure with a toothpick. Place bacon-wrapped wieners on the prepared baking sheet.
 Evenly sprinkle brown sugar over the tops of the bacon-wrapped wieners.
 Bake in the preheated oven until bacon is crisp and sugar is bubbly, about 40 minutes.
 Serve immediately, or place in a slow cooker set on Low to keep warm.
"
138," Mix cream cheese, Cheddar cheese, onion, and Worcestershire sauce together in a bowl with an electric mixer until completely blended. Turn cheese mixture onto a sheet of waxed paper and form it into the shape of a Christmas tree. Refrigerate cheese 'tree' until firm, at least 1 hour.
 Cut bell pepper into thin strips and 1 star shape.
 Press parsley into cheese tree to cover. Press bell pepper strips in a row to form a 'garland'. Make another 'garland' using chopped pecans. Place bell pepper star at the top of the 'tree'. Carefully transfer 'tree' to a serving platter.
"
139," Gather all ingredients.
 Scoop egg yolks into a bowl and set egg whites aside.
 Add mayonnaise, vinegar, mustard, 1/2 teaspoon chopped dill, garlic powder, and salt to the egg yolks; mash well until smooth.
 Spoon or pipe yolk mixture into egg whites. Garnish with dill sprigs. Refrigerate until ready to serve.
"
140," Gather all ingredients. Preheat the oven to 350 degrees F (175 degrees C).
 Combine room temperature sausage and biscuit mix in a large bowl; mix with your hands until well combined.
 Add shredded Cheddar cheese and mix until fully incorporated.
 Roll mixture into about 30 walnut-sized balls; transfer to a baking sheet.
 Bake in the preheated oven until golden brown and sausage is cooked through, 20 to 25 minutes.
"
142," Gather all ingredients.
 Mix sour cream, mayonnaise, spinach, water chestnuts, and dry soup mix together in a medium bowl. Chill in the refrigerator 6 hours, or overnight.
 Slice off the top of the sourdough round and pull out the soft interior, leaving a sturdy bread bowl.
 Fill with spinach mixture. Tear removed bread chunks into pieces for dipping.
"
143," Gather all ingredients. Preheat the oven to 350 degrees F (175 degrees C). Line a baking sheet with aluminum foil and lightly coat with cooking spray.
 Combine walnuts, pecans, almonds, and cashews in a large bowl. Add salt, black pepper, cumin, and cayenne; toss to coat.
 Heat sugar, water, and butter in a small saucepan over medium heat. Cook until butter is melted and sugar is dissolved, about 1 minute.
 Slowly pour butter mixture over nuts and stir to coat.
 Transfer nuts to the prepared baking sheet and spread into a single layer.
 Bake nuts in the preheated oven for 10 minutes. Stir nuts to coat with warm syrup; spread out in a single layer. Return to the oven and bake until nuts are sticky and roasted, about 6 more minutes. Allow to cool before serving.
 Allow to cool before serving.
"
145," Preheat oven to 400 degrees F (200 degrees C).
 Cut pastry into strips about 6 inches long and 1/2 inch wide. Wrap a belt of pastry around each olive. Place on an ungreased baking sheet.
 Bake for 20 minutes, or until golden brown.
"
147," Impress your dinner guests with this top-rated fondue recipe.
 Here's a brief overview of what you can expect when you make fondue at home: Bring wine to a simmer in a fondue pot, mix in the flour, then mix in the cheeses. Season with nutmeg and salt.
 Serve this top-rated cheese fondue with cubed French bread, meat, potatoes, sliced fruit (such as apples or pears), vegetables (such as cauliflower, broccoli, and sliced bell peppers), croutons, breadsticks, or pretzels.
 ""It's so funny that fondue has made a comeback, however, in our house, it never left,"" says LINDA MCLEAN. ""I've tried many fondue recipes, but this is my favorite. I did skip the nutmeg and I found that garlic powder gives the dish a nice flavor.""
 ""Yummy!"" raves carrieendres. ""This fondue was very smooth. I added the butter to the fondue pot then garlic then wine. After a minute or two, I slowly started adding the cheese and a little flour here and there and just keep stirring until it was smooth.""
 ""Very good,"" according to Carolyn Caraloopy. ""I added a tablespoon of lemon juice to the wine and combined the flour with the shredded cheese before adding it to the pot. I also rubbed the pot with garlic before I did anything.""
 Editorial contributions by Corey Williams
 Bring wine to a simmer in a fondue pot over medium-low.
 Stir in flour and nutmeg until well combined.
 Add Swiss and Gruyère cheeses, 1/4 pound at a time, mixing after each addition until cheese is melted. Season with salt.
 Serve with cut-up French bread.
 Enjoy!
"
148," Mix pineapple, oranges, sour cream, marshmallows, and coconut together in a bowl. Cover bowl with plastic wrap and refrigerate until flavors blend, 2 hours to overnight.
"
150," Thoroughly dry each piece of celery with paper towels. Mix the cream cheese, olives, garlic, salt, and black pepper in a bowl. Using a knife, spread a generous amount of cream cheese filling down the center indentation of each celery piece. Serve immediately or refrigerate.
"
151," Satisfy your sweet tooth with these candied pecans. If you're looking for something sweet, crunchy, and simply irresistible, you should bookmark this candied pecan recipe ASAP.
 It's easy to make candied pecans with ingredients you likely already have on hand. Here's what you'll need:
 You'll find the full, step-by-step recipe below — but here's a brief overview of what you can expect when you make these candied pecans:
 The better question: What can't you do with candied pecans? Enjoy them as a snack, give them as a gift, add them to your seasonal salads, use them as an ice cream topping, or bake them into your next batch of pumpkin bread.
 Store your candied pecans in an airtight container at room temperature for up to one week or in the refrigerator for up to three weeks. If you give them as a gift, be sure to include storage instructions.
 Yes! These candied pecans freeze well. Arrange the cooled nuts in a single layer on a baking sheet, then place it in the freezer for at least a few hours or up to overnight. When they're completely frozen, transfer them to zip-top freezer bags. Wrap each bag in foil. Freeze flat for up to two months. Thaw in the refrigerator.
 ""These are awesome,"" raves Kristie Hawksley. ""I always make a batch while I'm decorating for Christmas because they make the house smell so good. These are great crushed and added to salads.""
 ""Instead of all water, I used one teaspoon each of water, vanilla and bourbon,"" says Celia. ""I also added a couple of dashes of ground cloves to the sugar mix.""
 ""These are wonderfully delicious!"" according to Dawn Franzmeier. ""My guests could not stop eating them! They remind me of the ones I bought from a vendor near Times Square in NYC on a cold and snowy winter evening walk.""
 Editorial contributions by Corey Williams
 Gather all ingredients. Preheat the oven to 250 degrees F (120 degrees C).
 Mix sugar, cinnamon, and salt together in a small bowl.
 Whisk egg white and water together in a large bowl until frothy.
 Toss pecans in the egg white mixture to coat.
 Slowly pour in sugar mixture and stir until pecans are evenly coated.
 Spread onto a baking sheet.
 Bake in the preheated oven for 10 minutes. Stir pecans and rearrange into a single layer. Continue to cook, stirring every 10 to 15 minutes, until pecans are evenly browned, another 30 to 50 minutes.
 Serve and enjoy!
"
152," Stir cream cheese, goat cheese, parsley, tarragon, thyme, garlic, cayenne pepper, salt, and black pepper together in a bowl until smooth and well-mixed.
 Turn cheese mixture out onto a serving platter and form into a tapered oval shape to resemble a pine cone.
 Starting at the tapered end, press almonds into the cheese cone so that the tip of the almond is facing out and down, and cheese cone is completely covered with almonds and resembles a pine cone. Place rosemary sprigs at the top to resemble pine needles.
"
153," Gather the ingredients. Preheat the oven to 350 degrees F (175 degrees C).
 Mix ground beef, bread crumbs, onion, water, and egg together in a large bowl. Form into small meatballs and arrange on a nonstick baking sheet. Bake in the preheated oven for 20 to 25 minutes, turning once.
 Stir cranberry sauce, chili sauce, brown sugar, and lemon juice together in a large saucepan over low heat until smooth. Add meatballs; simmer for 1 hour before serving.
"
154," Preheat oven to 400 degrees F (200 degrees C). Grease a cookie sheet.
 In a large bowl cream butter and cheese. Stir in flour and salt; mix well. On a lightly floured surface, roll the dough out to 1/2 inch in thickness. Cut into 2 inch strips and sprinkle with ground red pepper. Place strips on prepared cookie sheet(s) 1 1/2 inches apart.
 Bake in preheated oven for 10 to 15 minutes, or until crisp.
"
155," Preheat oven to 400 degrees F (200 degrees C).
 Melt 2 tablespoons butter in a skillet; cook and stir green onion until softened, about 2 minutes. Transfer green onion to a bowl. Stir in crabmeat, bread crumbs, 1/4 cup Monterey Jack cheese, egg, lemon juice, and dill weed until well mixed.
 Pour 1/2 cup melted butter in a 9x13-inch baking dish; turn mushroom caps in butter to coat. Fill mushroom caps with the crab mixture and sprinkle with remaining 1/2 cup Monterey Jack cheese. Pour white wine into baking dish.
 Bake in preheated oven until cheese is melted and lightly brown, 15 to 20 minutes.
"
156," Gather all ingredients.
 Process cream cheese in a food processor to soften completely.
 Add smoked salmon, capers, green onion, dill, cream, Worcestershire sauce, hot pepper sauce, and lemon juice. Process the mixture again until creamy and smooth.
 Process the mixture again until creamy and smooth.
 Transfer dip into a bowl; garnish with additional dill and serve with your favorite crackers.
"
157," Mix cream cheese, crabmeat, soy sauce, ginger, cilantro, parsley, and garlic together in a bowl.
 Heat oil in a large heavy skillet or deep fryer to 360 degrees F (180 degrees C).
 While the oil is heating, place 1/2 to 1 teaspoon cream cheese mixture into the center of a wonton wrapper. Moisten the wrapper edges and pull two corners together over filling to make a triangle. Pull two remaining corners up to join them, then press firmly to seal. Repeat to make remaining wontons. Place prepared wontons under a slightly moist paper towel until oil is hot.
 Working in batches, fry 3 or 4 wontons at a time in hot oil until golden brown and crispy, 1 to 2 minutes, flipping halfway through. Transfer wontons to a paper towel-lined plate to drain. Serve hot.
 We have determined the nutritional value of oil for frying based on a retention value of 10% after cooking. The exact amount may vary depending on cook time and temperature, ingredient density, and the specific type of oil used.
"
158," Melt 1 tablespoon butter in a frying pan over low heat; cook and stir onion in melted butter until lightly browned, 5 to 8 minutes.
 Mix bread crumbs, water, and half-and-half in a large bowl; let stand for about 2 minutes. Stir cooked onion, ground beef, ground pork, salt, white pepper, and sugar into bread crumb mixture until thoroughly mixed. Shape mixture into about 48 very small meatballs.
 Melt 3 tablespoons butter in a skillet; add meatballs. Brown slowly, allowing about 25 minutes, until meatballs are fully cooked in the middle and no longer pink. Shake pan occasionally to cook evenly.
 These can also be served as a main dish, making about 4 servings.
"
